assessmentId,scientificName,internalTaxonId,AOO.range,EOO.range,DepthLower.limit,DepthUpper.limit,Congregatory.value,NoThreats.noThreats,ElevationLower.limit,ElevationUpper.limit,PopulationSize.range,ThreatsUnknown.value,LocationsNumber.range,GenerationLength.range,MovementPatterns.pattern,SubpopulationNumber.range,AreaRestricted.isRestricted,CropWildRelative.isRelative,YearOfPopulationEstimate.value,InPlaceEducationControlled.value,SevereFragmentation.isFragmented,InPlaceResearchRecoveryPlan.value,InPlaceLandWaterProtectionInPA.value,InPlaceSpeciesManagementExSitu.value,InPlaceResearchMonitoringScheme.value,InPlaceEducationSubjectToPrograms.value,InPlaceSpeciesManagementHarvestPlan.value,InPlaceLandWaterProtectionAreaPlanned.value,InPlaceEducationInternationalLegislation.value,InPlaceLandWaterProtectionInvasiveControl.value,InPlaceLandWaterProtectionSitesIdentified.value,InPlaceLandWaterProtectionPercentProtected.value
132019595,Chlorochrysa phoenicotis,22722793,,136000,,,,,700,2200,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132019756,Dacnis flaviventer,22722982,,6180000,,,,,,700,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132019953,Dacnis nigripes,22722985,,250000,,,,,,800,6700,,11-100,3.7,Not a Migrant,2-100,No,,2003,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132020502,Cyanerpes lucidus,22723006,,752000,,,,,,1600,,,,3.3,Not a Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132020713,Catamblyrhynchus diadema,22723021,,4430000,,,,,2300,3500,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132020897,Coryphaspiza melanotis,22723039,,7160000,,,,,,1200,6000-15000,,10,3.8,Not a Migrant,2-100,No,,2000,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132021233,Coryphospingus pileatus,22723047,,9310000,,,,,,1200,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132021435,Coryphospingus cucullatus,22723051,,12200000,,,,,,1600,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132021685,Corydospiza alaudina,22723110,,4100000,,,,,,4000,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over part of range",
132021887,Diuca diuca,22723174,,2710000,,,,,,2000,U,,,3.8,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132022146,Emberizoides herbicola,22723370,,15200000,,,,,,1900,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132022396,Emberizoides ypiranganus,22723380,,1180000,,,,,,1100,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132022583,Amaurospiza relicta,22723554,,218000,,,,,1000,2700,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132022759,Asemospiza fuliginosa,22723614,,9830000,,,,,,1700,U,,,3.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132023198,Diglossa albilatera,22723652,,1890000,,,,,1600,3300,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132023393,Diglossa duidae,22723686,,139000,,,,,1400,2300,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132023571,Diglossa major,22723690,,40800,,,,,1300,2800,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132023756,Diglossa indigotica,22723694,,43500,,,,,700,2200,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132023941,Diglossa caerulescens,22723708,,3670000,,,,,1600,2700,U,,,3.7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132024136,Cardinalis cardinalis,22723819,,10400000,,,,,,2500,,,,4.9,Not a Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
132024829,Cacicus oseryi,22723976,,998000,,,,,,750,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132025014,Cacicus chrysopterus,22724046,,2980000,,,,,,2000,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132025407,Icterus chrysocephalus,22724071,,3660000,,,,,,1100,,,,5.1,Not a Migrant,,No,,,No,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,No,No,Unknown,
132025625,Icterus cayanensis,22724076,,5320000,,,,,,1200,,,,5.1,Not a Migrant,,No,,,No,No,No,Unknown,Unknown,No,Unknown,Unknown,No,No,No,Unknown,
132026033,Icterus nigrogularis,22724087,,2690000,,,,,,,U,,,5.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132026482,Icterus jamacaii,22724120,,2910000,,,,,,500,U,,,5.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132026652,Icterus galbula,22724126,,6750000,,,,,,500,6000000,,,5,Full Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132027095,Gymnomystax mexicanus,22724166,,5520000,,,,,,950,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132027325,Agelasticus xanthophthalmus,22724172,,564000,,,,,,650,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132027485,Agelasticus thilius,22724178,,5720000,,,,,,4300,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132027717,Agelasticus cyanopus,22724184,,8160000,,,,,,,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132027891,Agelaius phoeniceus,22724191,,18200000,,,,,,3000,210000000,,,6.2,Not a Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
132028704,Agelaius humeralis,22724206,,258000,,,,,,900,U,,,6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132028890,Chrysomus ruficapillus,22724212,,9100000,,,,,,500,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132029107,Amblyramphus holosericeus,22724265,,3640000,,,,,,600,U,,,4.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132029293,Hypopyrrhus pyrohypogaster,22724268,,48400,,,,,800,2400,2500-9999,,11-100,4.6,Not a Migrant,2-100,No,,2012,No,No,No,Yes,Yes,No,No,,,No,No,"Yes, over entire range",
132029635,Dives warczewiczi,22724305,,1000000,,,,,,1500,U,,,4.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132030157,Arremon atricapillus,22724887,,305000,,,,,,3300,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132033488,Arremon semitorquatus,22729332,,472000,,,,,,1000,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132033643,Alethe diademata,22730755,,782000,,,,true,,1500,,,,6.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132033840,Calyptophilus frugivorus,22731255,,18300,,,,,1000,2200,10000-16700,,11-100,3.7,Not a Migrant,,No,,2016,No,Unknown,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132034102,Aethopyga bella,22732130,,877000,,,,,,2000,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132034271,Chloropsis kinabaluensis,22732262,,222000,,,,,550,2200,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132034435,Geokichla erythronota,22733682,,426000,,,,,,1000,100000-499999,,11-100,3,Not a Migrant,2-100,No,,2006,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132034744,Atlapetes melanolaemus,22733786,,186000,,,,,1500,3000,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132034916,Cinnycerthia olivascens,22733815,,492000,,,,,1500,3100,U,,,3.6,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132035299,Aethopyga shelleyi,22734230,,42400,,,,,,2000,,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132035475,Garrulax castanotis,22734458,,273000,,,,,400,1700,U,,,4.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132035646,Pterorhinus berthemyi,22734463,,1160000,,,,,600,1800,U,,,4.7,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132035809,Erythrogenys gravivox,22734498,,2370000,,,,,200,3800,U,,,6.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036000,Erythrogenys swinhoei,22734508,,776000,,,,,,,U,,,8.5,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036158,Heterophasia desgodinsi,22734613,,1810000,,,,,800,2895,U,,,4.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036330,Certhia hodgsoni,22734633,,2710000,,,,,3000,4200,U,,,3.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036519,Garrulax canorus,22735076,,2770000,,,,,,1800,,,,4.7,Not a Migrant,,No,,,Yes,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036720,Icterus icterus,22735310,,692000,,,,,,500,,,,5.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132036958,Icterus croconotus,22735315,,6610000,,,,,,550,U,,,5.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132037161,Ficedula parva,22735909,,2630000,,,,,,2350,6500000-10499999,,,3.9,Full Migrant,,No,,2012,No,No,No,No,No,No,No,,,Yes,No,"Yes, over entire range",
132039889,Alauda arvensis,102998555,,42900000,,,,,,3500,290000000-529999999,,,4.3,Full Migrant,,No,,2012,No,No,Yes,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
132040757,Crithagra canicapilla,103761640,,4430000,,,,,,2100,,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132041051,Dessonornis anomalus,103762448,,21700,,,,,,,U,,,4.6,Not a Migrant,,No,,,No,Yes,No,,No,No,No,,,No,No,"Yes, over entire range",
132042070,Calandrella brachydactyla,103766207,,24800000,,,,,,,,,,3,Full Migrant,,No,,,No,No,No,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
132042793,Emberiza personata,103768261,,572000,,,,,,,U,,,3.6,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132043046,Calliope pectoralis,103768539,,1630000,,,,,2600,4800,U,,,4.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132043312,Calliope tschebaiewi,103768594,,521000,,,,,2600,4800,U,,,4.2,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132043557,Ficedula owstoni,103769434,,110000,,,,,150,200,U,,,3.9,Full Migrant,,No,,,No,No,No,No,No,No,No,,,Yes,No,"Yes, over entire range",
132043743,Ficedula luzoniensis,103769583,,923000,,,,,1000,,U,,,3.9,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132043933,Ficedula riedeli,103771748,,1800,,,,,,,U,,,3.9,Not a Migrant,,No,,,No,No,No,Unknown,No,No,No,,,No,No,"Yes, over entire range",
132044192,Dicaeum keiense,103778206,,58300,,,,,0,250,U,,,2.4,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132044412,Arachnothera flammifera,103778923,,267000,,,,,,1000,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132044618,Cinnyris ludovicensis,103798440,,1380000,,,,,,,,,,3.6,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132044827,Aethopyga magnifica,103810377,,76600,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132045044,Brachypodius fuscoflavescens,103836280,,4500,,,,,,,2500-9999,,,2.7,Nomadic,,No,,2017,No,No,No,No,No,No,Yes,,,No,No,"Yes, over entire range",
132045300,Carpodacus dubius,103837055,,1260000,,,,,2400,4600,U,,,4.1,Altitudinal Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132045481,Brachypteryx montana,103866595,,138000,,,,,,,U,,,4.3,Not a Migrant,,No,,,No,No,No,Unknown,No,No,No,,,No,No,Unknown,
132045682,Aegithalos iredalei,103871108,,925000,,,,,,,U,,,4.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132045916,Aegithalos iouschistos,103871775,,282000,,,,,,,U,,,4.2,Altitudinal Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132046098,Pterorhinus lanceolatus,103872761,,2630000,,,,,350,4265,U,,,5.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132047632,Amaurospiza moesta,105965570,,13600000,,,,,,1600,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132048360,Estrilda poliopareia,22719543,,120000,,,,,,,1300-2300,true,6-10,3.8,Not a Migrant,2-100,No,,2016,No,No,No,No,No,Yes,No,,,No,No,"Yes, over entire range",
132048692,Myzomela batjanensis,103686945,90,100,,,,,1500,2200,2500-9999,,,6,Not a Migrant,,No,,2017,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132069586,Myiotheretes pernix,22699992,,2000,,,,,2100,2900,600-1700,,1,3.6,Not a Migrant,1,No,,2000,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132069895,Pitangus sulphuratus,22700605,,25800000,,,,,,1600,,,,3.6,Full Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132070491,Myrmoderus ruficauda,22701795,,155000,,,,,,600,600-1700,,11-100,4.8,Not a Migrant,2-100,No,,2000,No,Yes,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132070800,Pithys castaneus,22701859,,7000,,,,,200,250,1500-7000,,,6,Not a Migrant,2-100,No,,2007,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132071050,Scytalopus speluncae,22703527,,400000,,,,,750,2500,U,,,3.2,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132071218,Menura novaehollandiae,22703605,,487000,,,,,,,U,,,11.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132071405,Vosea whitemanensis,22704256,,25400,,,,,1200,1800,2500-9999,,,5,Not a Migrant,,No,,2000,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
132071653,Melionyx princeps,22704264,,29100,,,,,3000,3800,2500-9999,,6-10,5.8,Not a Migrant,2-100,No,,2000,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
132071923,Manorina melanocephala,22704433,,3520000,,,,,,,U,,,7.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132072143,Pomarea dimidiata,22707172,,1000,,,,,10,250,500,,2,6.9,Not a Migrant,2,Yes,,2016,No,No,No,No,No,Yes,Yes,,,No,Yes,"Yes, over part of range",
132072462,Neocossyphus rufus,22708188,,4320000,,,,,,1400,U,,,4.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132072681,Neocossyphus poensis,22708195,,6240000,,,,,,1500,U,,,4.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132073216,Zoothera andromedae,22708481,,6790000,,,,,450,2260,U,,,3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132074213,Myadestes unicolor,22708608,,501000,,,,,800,2500,,,,4.5,Altitudinal Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132074409,Turdus flavipes,22708676,,10500000,,,,,600,1800,U,,,5.6,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132074653,Turdus leucops,22708684,,5390000,,,,,900,2100,U,,,6.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132075192,Turdus hortulorum,22708753,,1560000,,,,,,1100,U,,,6.1,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132075430,Turdus cardis,22708762,,1050000,,,,,400,1500,U,,,6.1,Full Migrant,,No,,,No,No,No,No,No,No,No,,,Yes,No,"Yes, over entire range",
132076271,Turdus celaenops,22708803,,256000,,,,,,,2500-9999,,11-100,6.1,Not a Migrant,2-100,No,,2000,No,No,No,Yes,No,No,Yes,,,No,No,"Yes, over entire range",
132076619,Turdus philomelos,22708822,,23300000,,,,,,2800,75000000-119999999,,,5.3,Full Migrant,,No,,2012,No,No,No,Yes,No,Yes,No,,,Yes,No,"Yes, over entire range",
132077425,Turdus infuscatus,22708851,,882000,,,,,1200,3500,,,,6.1,Not a Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132077611,Turdus reevei,22708869,,106000,,,,,,1600,U,,,11.5,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132077787,Turdus leucomelas,22708888,,13800000,,,,,,1500,U,,,5.8,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132078100,Turdus plebejus,22708894,,478000,,,,,1800,3500,,,,6.5,Not a Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132078295,Turdus lawrencii,22708902,,4520000,,,,,,600,U,,,7,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132078742,Turdus nudigenis,22708919,,4300000,,,,,,1600,U,,,5.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132079020,Turdus maculirostris,22708925,,118000,,,,,,1900,U,,,6.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132079191,Turdus rufitorques,22708961,,148000,,,,,1500,3500,,,,7.5,Not a Migrant,,No,,2009,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132079398,Empidornis semipartitus,22709031,,2290000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132079602,Melaenornis pammelaina,22709085,,8010000,,,,,,,U,,,3.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132080876,Muscicapa gambagae,22709196,,9410000,,,,,800,2000,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132081179,Muscicapa griseisticta,22709200,,3190000,,,,,,2000,U,,,2.9,Full Migrant,,No,,,No,No,No,No,No,No,No,,,Yes,No,"Yes, over part of range",
132081457,Muscicapa randi,22709211,,331000,,,,,,1000,6000-15000,,11-100,2.9,Not a Migrant,2-100,No,,2000,No,No,No,Yes,No,No,Yes,,,No,No,"Yes, over entire range",
132081748,Muscicapa aquatica,22709239,,10300000,,,,,,,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132082062,Muscicapa epulata,22709261,,4070000,,,,,,,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132082309,Muscicapa sethsmithi,22709266,,2980000,,,,,,2100,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132082519,Muscicapa cassini,22709280,,7390000,,,,,,,U,,,2.9,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132082803,Sheppardia cyornithopsis,22709637,,4140000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132083280,Xenocopsychus ansorgei,22709858,,189000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132083511,Tychaedon leucosticta,22709882,,6910000,,,,,40,1600,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132083746,Tychaedon signata,22709909,,560000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132083944,Copsychus fulicatus,22710023,,4850000,,,,,,1600,U,,,3.2,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132085033,Phoenicurus moussieri,22710069,,1540000,,,,,500,3200,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132085301,Myiomela diana,22710114,,351000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132085979,Oenanthe leucura,22710259,,3970000,,,,,,,60000-69999,,,4.1,Not a Migrant,,No,,2012,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",
132086542,Oenanthe moesta,22710299,,4590000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132086801,Oenanthe heuglinii,22710348,,6820000,,,,,,2300,,,,,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132087052,Oenanthe familiaris,22710367,,21300000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132087417,Oenanthe fusca,22710376,,1610000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132087602,Oenanthe dubia,22710380,,72700,,,,,1250,1560,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132087795,Myrmecocichla tholloni,22710394,,1010000,,,,,,,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132087979,Myrmecocichla aethiops,22710400,,6830000,,,,,1500,3000,U,,,3.8,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132088230,Myrmecocichla arnotti,22710432,,4550000,,,,,,1750,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132088466,Thamnolaea cinnamomeiventris,22710441,,21300000,,,,,,2440,U,,,3.8,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132088802,Poeoptera lugubris,22710587,,5360000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132089059,Onychognathus tristramii,22710604,,2260000,,,,,,3200,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132089272,Lamprotornis purpureus,22710668,,6320000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132089574,Lamprotornis nitens,22710675,,4350000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132089823,Lamprotornis splendidus,22710716,,10800000,,,,,,,U,,,4.1,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132090179,Lamprotornis australis,22710731,,2180000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132090374,Lamprotornis pulcher,22710771,,6230000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132090637,Sturnia erythropygia,22710861,,39000,,,,,,,U,,,4.4,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132090827,Sturnia pagodarum,22710864,,4150000,,,,,,,U,,,4.4,Full Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132091096,Spodiopsar sericeus,22710867,,2090000,,,,,,,U,,,4.4,Full Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over entire range",
132091322,Mino anais,22710952,,975000,,,,,,,U,,,4.1,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
132091497,Streptocitta albertinae,22710981,,6200,,,,,,250,U,,,4.1,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132092680,Mimus saturninus,22711035,,10600000,,,,,,2500,U,,,5.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132092902,Mimus dorsalis,22711041,,264000,,,,,2300,3500,U,,,5.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132093090,Mimus thenca,22711050,,335000,,,,,,2200,U,,,5.3,Not a Migrant,,No,,,No,No,No,No,No,No,No,,,No,No,"Yes, over part of range",
132093260,Mimus parvulus,22711053,,41900,,,,,,1500,U,,,5.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132093428,Mimus trifasciatus,22711063,1,12,,,,,0,50,250-999,,2,5.3,Not a Migrant,2,Yes,,2012,No,No,Yes,Yes,Yes,Yes,No,,,No,No,"Yes, over entire range",91-100
132093983,Toxostoma curvirostre,22711115,,2860000,,,,,,3300,,,,4.2,Not a Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
132094172,Margarops fuscatus,22711147,,1090000,,,,,,900,U,,,5.3,Not a Migrant,,No,,,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
132094517,Sitta whiteheadi,22711176,,3800,,,,,,1800,3100-4400,,11-100,4,Altitudinal Migrant,1,No,,2008,No,No,No,Yes,No,No,No,,,Yes,No,"Yes, over entire range",91-100
132094796,Sitta canadensis,22711196,,15900000,,,,,,3075,,,,3.9,Full Migrant,,No,,2009,No,No,No,Yes,No,Yes,No,,,No,No,"Yes, over entire range",
132095023,Sitta neumayer,22711205,,3360000,,,,,,,2500000-12999999,,,4,Altitudinal Migrant,,No,,2012,No,No,No,Yes,No,No,No,,,No,No,"Yes, over entire range",
